"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.572984613E1;-4.705225199E-2;-2.079971552E-2;3.646908402E-2;6.305978650E-2
1.573988612E1;-4.449380279E-2;1.752118170E-2;1.025016904E-2;4.890558516E-2
1.574989612E1;-4.360941142E-2;-4.460022211E-2;-2.272111058E-2;6.638681678E-2
1.575990612E1;-8.016825020E-3;-4.924115717E-2;-3.024179935E-3;4.998106349E-2
1.576991512E1;1.332580447E-3;-2.529213130E-2;7.030692101E-3;2.628494451E-2
1.577995612E1;-1.210607529E-2;-1.067233801E-1;-2.149144113E-2;1.095368384E-1
1.578996513E1;-1.612165064E-2;-9.010793209E-2;8.842744231E-2;1.272743478E-1
1.579997513E1;1.031799674E-2;-8.037758052E-2;8.401220977E-2;1.167264661E-1
1.581001512E1;4.440083206E-3;-9.220357418E-2;-4.443883896E-3;9.241732270E-2
1.582002512E1;3.015496820E-2;-7.304283321E-2;3.888807714E-2;8.807303863E-2
1.583003512E1;9.797009826E-4;-4.205668330E-2;6.228804946E-2;7.516332570E-2
1.584007512E1;-1.679905057E-2;-6.121917844E-2;-4.051301837E-2;7.530803786E-2
1.585008512E1;-2.075907737E-2;-2.065353513E-2;5.002176046E-2;5.796278398E-2
1.586009512E1;-1.682770193E-2;8.218203127E-2;5.475215793E-2;1.001741315E-1
1.587010512E1;-3.096042216E-2;1.395128113E-1;1.386140943E-2;1.435775433E-1
1.588014513E1;3.263243347E-2;1.805275208E-1;6.243306041E-2;1.937858315E-1
1.589015513E1;-3.011316061E-3;2.688444507E-1;7.034785151E-3;2.689533322E-1
1.590016412E1;-2.614553243E-2;2.880051917E-1;-6.006610751E-2;2.953616708E-1
1.591020512E1;-1.763140172E-2;2.974355811E-1;1.646809816E-2;2.984124486E-1
1.592021412E1;-1.688500464E-2;2.736356592E-1;-3.107561231E-2;2.759117088E-1
1.593022412E1;-4.497970641E-2;1.969944495E-1;-3.600715399E-2;2.052474172E-1
1.594026413E1;-2.702553838E-2;2.113633972E-1;3.839281797E-2;2.165152971E-1
1.595027413E1;4.556150436E-3;1.396613306E-1;3.167904496E-2;1.432815677E-1
1.596028413E1;1.768198013E-2;1.781354249E-2;-8.644523621E-3;2.654623337E-2
1.597032412E1;2.459982097E-2;8.382568359E-3;-1.285802722E-3;2.602060593E-2
1.598033412E1;1.341935992E-2;1.556762695E-2;-6.583497047E-2;6.896864191E-2
1.599034412E1;1.555388600E-2;-2.275443971E-2;-3.676846147E-2;4.595223232E-2
1.600035412E1;2.567746282E-2;4.894587278E-2;5.404172122E-2;7.730160537E-2
1.601039412E1;-3.298735946E-2;5.822657347E-2;-2.533832431E-2;7.155788161E-2
1.602040412E1;-1.641664267E-2;2.724276245E-2;3.461551666E-3;3.199463396E-2
1.603041313E1;-6.508243382E-2;2.993774414E-3;6.983680487E-2;9.550845612E-2
1.604045413E1;-2.977986932E-2;-1.107579589E-2;-4.903124213E-2;5.842582114E-2
1.605046312E1;-2.257259130E-2;-6.122093260E-2;-2.958983481E-2;7.164553574E-2
1.606046512E1;1.313167691E-2;-9.460151732E-2;-2.826544046E-3;9.555039178E-2
1.607050512E1;2.523336679E-2;-1.136125696E-1;-4.715194702E-3;1.164764861E-1
1.608051512E1;2.944306970E-2;-1.327715564E-1;4.562231541E-2;1.434453771E-1
1.609052512E1;2.181830049E-2;-1.137610888E-1;6.951871634E-2;1.350943207E-1
1.610053512E1;6.196294427E-3;-1.017859912E-1;-1.662538826E-2;1.033207898E-1
1.611057512E1;-1.353601187E-2;-6.601038694E-2;1.170086324E-2;6.839228760E-2
1.612058512E1;-3.393548548E-2;2.949101686E-2;4.723205388E-2;6.520892703E-2
1.613059512E1;-1.652130783E-2;1.766619265E-2;2.016119957E-3;2.427164425E-2
1.614063512E1;-3.820190638E-2;2.709716678E-2;-5.447850823E-3;4.715210682E-2
1.615064512E1;2.044859022E-2;9.670242190E-2;4.801558077E-2;1.098863014E-1
1.616065412E1;8.434316218E-3;1.326288843E-1;2.390517175E-2;1.350296852E-1
1.617069512E1;-1.270599961E-3;1.038874805E-1;4.773666859E-2;1.143372754E-1
1.618070412E1;4.060014188E-3;1.374177539E-1;2.213171124E-3;1.374955306E-1
1.619071412E1;-3.136621892E-2;1.037377918E-1;-1.494022071E-2;1.094010024E-1
1.620075412E1;6.462927461E-3;5.359090090E-2;4.048495173E-2;6.747433147E-2
1.621076412E1;-1.021216214E-3;8.232996583E-2;4.509606600E-2;9.387716083E-2
1.622077412E1;1.770536900E-2;8.726910889E-2;-9.324262440E-2;1.289324027E-1
1.623078412E1;2.160546184E-3;9.430389404E-2;-2.185981572E-2;9.682842524E-2
1.624082412E1;4.840003520E-2;1.399589539E-1;6.216642737E-2;1.606105129E-1
1.625083412E1;1.738084853E-3;1.230435437E-1;-3.052246571E-3;1.230936667E-1
1.626084413E1;-2.252376705E-2;5.822891235E-2;4.456630826E-2;7.670777111E-2
1.627088412E1;9.020791948E-3;6.092330933E-2;1.380527616E-2;6.311584553E-2
1.628089412E1;5.317750275E-3;1.302350342E-2;-3.635447860E-2;3.898125477E-2
1.629090312E1;-2.887296617E-2;1.047821045E-2;1.068344772E-2;3.252041090E-2
1.630094412E1;-1.920254856E-2;3.682401001E-2;-1.069689631E-2;4.288553574E-2
1.631095312E1;-3.981719971E-2;1.047821045E-2;-5.157945871E-2;6.599729425E-2
1.632096312E1;-2.698665440E-2;-8.832219243E-3;5.383063674E-2;6.086070213E-2
1.633097313E1;1.157748699E-2;-1.332171142E-2;4.247534394E-2;4.599631554E-2
1.634101312E1;-4.233384132E-3;-2.050501585E-2;-8.033489585E-3;2.242574795E-2
1.635102312E1;1.661281675E-2;-8.529333472E-3;3.273505211E-2;3.768711778E-2
1.636103312E1;2.404433548E-2;8.386661410E-3;1.121262074E-2;2.782425241E-2
1.637107312E1;-1.546442360E-2;-1.092318356E-2;-6.092623293E-2;6.380023664E-2
1.638108312E1;1.213560373E-2;-3.008275509E-2;3.015292168E-2;4.428818936E-2
1.639109312E1;4.722503722E-3;2.021382451E-2;2.765908420E-2;3.458215843E-2
1.640113312E1;-2.351165414E-3;-1.489285827E-3;3.946870565E-2;3.956671173E-2
1.641114312E1;-7.501100600E-3;2.485592902E-2;6.560166657E-2;7.055255044E-2
1.642115212E1;-2.052811235E-2;8.233756721E-2;-5.408382118E-2;1.006277203E-1
1.643119312E1;-4.659149140E-2;3.189188361E-2;-5.449488044E-2;7.847006630E-2
1.644120212E1;4.397106171E-4;5.359791756E-2;-8.636337519E-3;5.429103460E-2
1.645121212E1;6.449478865E-4;1.038927430E-1;-3.467281938E-2;1.095277244E-1
1.646122212E1;-1.428913325E-2;1.205076063E-1;-3.884305358E-3;1.214139626E-1
1.647126212E1;-1.329803020E-2;1.395192432E-1;9.895009160E-2;1.715621679E-1
1.648127213E1;1.865261793E-3;1.636197120E-1;2.489101231E-2;1.655126939E-1
1.649128213E1;-4.478967190E-3;1.278435230E-1;-1.570211291E-2;1.288820541E-1
1.650132212E1;2.617798448E-3;1.374236012E-1;-6.325517893E-3;1.375940086E-1
1.651133212E1;1.476743549E-2;1.278435230E-1;-1.780009389E-2;1.299187703E-1
1.652134212E1;3.905940056E-4;6.078297615E-2;1.280130923E-2;6.211760033E-2
1.653138212E1;3.181879342E-2;2.515823007E-2;1.088926971E-2;4.199938511E-2
1.654139212E1;8.521732092E-3;-6.126127839E-3;-1.548927426E-2;1.871007689E-2
1.655140113E1;3.280287981E-3;-2.768071890E-2;1.998578310E-2;3.429889232E-2
1.656141113E1;2.671592832E-3;1.060684919E-3;4.867222309E-2;4.875702782E-2
1.657145112E1;-1.295245975E-2;1.767496347E-2;-3.997156620E-2;4.558395169E-2
1.658146112E1;-7.872983515E-3;-3.246958852E-2;-4.229641914E-2;5.390032579E-2
1.659147112E1;-2.150898278E-2;3.156327009E-3;6.255585194E-2;6.622562459E-2
1.660151112E1;-2.296113878E-2;-3.877873421E-3;5.082399845E-3;2.383448310E-2
1.661152112E1;-1.565241158E-2;-6.360308826E-2;1.226511955E-2;6.663920754E-2
1.662153112E1;1.252853662E-2;-2.767779529E-2;4.397807837E-2;5.345180969E-2
1.663157112E1;-3.772448123E-2;2.950388074E-2;1.449056983E-2;5.003590787E-2
1.664158113E1;-1.638126701E-2;2.007466078E-2;2.914310753E-2;3.899562323E-2
1.665159113E1;2.837916881E-2;5.375403821E-2;6.325927198E-2;8.773032166E-2
1.666163112E1;-1.313635468E-2;9.431909680E-2;-6.638110042E-2;1.160823257E-1
1.667164112E1;-2.121632963E-2;7.021979749E-2;7.391465306E-3;7.372642920E-2
1.668165012E1;2.075586140E-2;5.839380383E-2;9.427933574E-2;1.128239126E-1
1.669166012E1;-2.559355527E-2;6.782477796E-2;-9.297072887E-3;7.308670290E-2
1.670170112E1;-2.281232715E-2;6.078999281E-2;-2.831806540E-2;7.083599596E-2
1.671171013E1;2.929513514E-2;5.614964247E-2;1.305566311E-2;6.466403661E-2
1.672172013E1;-2.519009739E-2;7.021979749E-2;-2.820579886E-2;7.975542650E-2
1.673176012E1;-2.576634049E-2;5.105905652E-2;1.478526950E-2;5.907229257E-2
1.674177012E1;3.800690174E-4;6.078823864E-2;2.232817769E-2;6.476034225E-2
1.675178012E1;-1.099071890E-2;4.641812146E-2;-1.588162243E-2;5.027587724E-2
1.676182012E1;-1.635817051E-2;7.021804333E-2;1.017415524E-2;7.281261419E-2
1.677183012E1;1.483935624E-2;6.093851209E-2;1.059515476E-2;6.360790873E-2
1.678184012E1;1.771706343E-3;1.064310193E-2;-6.122268677E-2;6.216616392E-2
1.679184913E1;1.295742989E-3;1.782816052E-2;-3.002662182E-2;3.494453141E-2
1.680189013E1;-4.128426611E-3;4.402485609E-2;1.032033563E-2;4.540640029E-2
1.681189912E1;-9.770697355E-4;-1.570094347E-2;-1.357606530E-2;2.077940904E-2
1.682190912E1;-1.081325591E-2;-6.269384623E-3;5.964159966E-4;1.251348868E-2
1.683195012E1;1.672888398E-2;1.064193249E-3;8.235452414E-2;8.404317767E-2
1.684195912E1;1.124448806E-2;-4.428856552E-2;-1.818250179E-2;4.917843957E-2
1.685196912E1;-3.702310771E-2;-3.021899521E-2;-2.410807014E-3;4.785091605E-2
1.686200913E1;8.925774693E-4;2.501672745E-2;1.026946485E-2;2.705725882E-2
1.687201913E1;-8.395724595E-3;2.247143447E-2;-6.661732793E-3;2.489643032E-2
1.688202913E1;1.206075937E-2;7.276742935E-2;4.848160386E-2;8.826679219E-2
1.689206912E1;-8.945947587E-3;9.192875504E-2;9.730936289E-3;9.287420042E-2
1.690207912E1;-2.216533273E-2;5.840082049E-2;-4.768638253E-2;7.858720563E-2
1.691208912E1;7.355504930E-3;6.079817891E-2;6.463512182E-2;8.904055809E-2
1.692209812E1;3.105748594E-3;9.433020651E-2;1.894731760E-2;9.626439830E-2
1.693213912E1;-7.804571092E-3;8.235510886E-2;-4.815182090E-2;9.571767413E-2
1.694214912E1;3.220354021E-3;9.433079123E-2;1.861811936E-2;9.620448650E-2
1.695215813E1;1.988491863E-2;1.087020779E-1;2.362625957E-2;1.130033268E-1
1.696219913E1;5.848677456E-3;6.080285668E-2;2.336138070E-2;6.539838314E-2
1.697220812E1;3.887959868E-2;6.095313013E-2;6.199510396E-2;9.523812356E-2
1.698221812E1;2.077457249E-2;8.011270165E-2;-1.484958887E-2;8.408411335E-2
1.699225812E1;-7.780012786E-3;4.643390894E-2;-1.043084800E-2;4.822280672E-2
1.700226812E1;-1.133365810E-2;7.502445459E-2;5.898729622E-2;9.610734472E-2
1.701227812E1;-2.690450102E-2;5.825814843E-2;-1.754983306E-2;6.652714239E-2
1.702228812E1;9.906645119E-3;-1.074835181E-2;-4.802493632E-2;5.020023100E-2
1.703232813E1;-8.378182948E-3;3.445588768E-2;3.760402858E-2;5.168621780E-2
1.704233813E1;-2.590725839E-2;7.741655052E-2;6.610394239E-2;1.050439886E-1
1.705234712E1;-1.811642826E-2;-6.261198521E-3;4.967794418E-2;5.324758885E-2
1.706238192E1;1.339392453E-2;2.262697041E-2;4.853188992E-3;2.673818333E-2
1.707239192E1;-1.504517823E-2;4.882308125E-2;-1.212127805E-2;5.250691414E-2
1.708240092E1;-5.869142711E-3;5.121693134E-2;1.457067668E-2;5.357168572E-2
1.709244192E1;7.406375706E-3;1.182774782E-1;5.776405871E-2;1.318374102E-1
1.710245092E1;-1.356524795E-2;1.444730043E-1;1.002037346E-2;1.454540230E-1
1.711246092E1;-1.053083539E-2;9.193284810E-2;-8.829295635E-3;9.295430875E-2
1.712247092E1;1.002768248E-2;1.086991543E-1;5.872066319E-2;1.239523168E-1
1.713251092E1;-2.964479864E-2;8.220308125E-2;-8.736909628E-3;8.782080757E-2
1.714252092E1;-2.592392296E-2;1.050159931E-2;-6.325284004E-2;6.916108113E-2
1.715253092E1;1.832722038E-2;3.699650288E-2;1.947707534E-3;4.133305937E-2
1.716257092E1;1.367605269E-2;3.939269185E-2;-1.225576401E-2;4.346288462E-2
1.717258092E1;8.813215792E-3;-2.048162699E-2;1.407834113E-2;2.636985979E-2
1.718259092E1;5.815348327E-3;1.544191182E-2;4.773023665E-2;5.050194459E-2
1.719263092E1;-9.704916179E-3;1.544249654E-2;-4.325536251E-2;4.694339659E-2
1.720264092E1;-2.741174698E-3;-2.767136335E-2;-1.213238776E-2;3.033831276E-2
1.721264992E1;-1.066385955E-2;5.360961199E-2;6.597413421E-3;5.505664594E-2
1.722269092E1;-1.469522238E-2;8.104240894E-3;-1.975072503E-2;2.591755043E-2
1.723269992E1;3.518386602E-2;-3.710116804E-2;2.866188169E-2;5.861658946E-2
1.724270992E1;-2.321023017E-2;2.951031268E-2;6.361185908E-2;7.386502525E-2
1.725271992E1;1.722005010E-3;5.858910084E-3;-7.507824898E-4;6.152706963E-3
1.726275992E1;2.296406239E-2;-2.033544660E-2;2.322514057E-2;3.847448121E-2
1.727276992E1;-8.471153677E-3;3.924007952E-2;2.006881356E-2;4.488097106E-2
1.728277992E1;-1.980656594E-2;1.049809098E-2;-1.588980854E-2;2.747719025E-2
1.729281992E1;-1.057849020E-2;-1.478176117E-3;1.484958887E-2;1.829206793E-2
1.730282992E1;-3.991601765E-3;7.995365739E-2;1.492443323E-2;8.143254215E-2
1.731283992E1;-2.244015187E-2;7.995248795E-2;-4.995159388E-2;9.690780400E-2
1.732287992E1;-1.614971727E-2;7.501334488E-2;2.162534237E-2;7.972120616E-2
1.733288992E1;-4.370325923E-2;1.441683644E-1;7.373806715E-2;1.677253550E-1
1.734289892E1;-1.867805332E-2;9.417408586E-2;1.671017289E-2;9.745182400E-2
1.735290892E1;3.073588908E-3;5.600229263E-2;2.894079387E-2;6.311317833E-2
1.736294892E1;8.017409742E-3;8.234633803E-2;5.118067861E-3;8.289386506E-2
1.737295892E1;-1.483906388E-2;5.599995375E-2;-5.484220505E-2;7.977380580E-2
1.738296892E1;5.959482193E-3;7.755454481E-2;-1.391403437E-2;7.901786634E-2
1.739300892E1;3.385976404E-2;8.967874646E-2;4.152166307E-2;1.044643944E-1
1.740301892E1;-7.724171877E-4;4.177718639E-2;-3.047101021E-2;5.171472125E-2
1.741302892E1;2.178994149E-2;1.782523692E-2;7.494142413E-2;8.005471674E-2
1.742306892E1;2.398264736E-2;1.064017832E-2;8.697850227E-2;9.084954940E-2
1.743307892E1;-1.250193179E-2;-1.091558218E-2;-2.812861562E-2;3.265987216E-2
1.744308892E1;-2.269655228E-2;3.204157233E-2;-4.555565715E-3;3.952909083E-2
1.745312892E1;-6.486023962E-3;1.086821973E-1;-1.128629565E-2;1.094589832E-1
1.746313892E1;-2.571517736E-2;9.655624151E-2;-6.561160684E-3;1.001370409E-1
1.747314792E1;1.880406082E-2;7.754577398E-2;7.072908998E-2;1.066280635E-1
1.748315792E1;8.645400703E-2;-8.911156654E-4;5.031002820E-2;1.000309370E-1
1.749319792E1;9.271520555E-2;-2.469279170E-2;-4.990890920E-2;1.081514795E-1
1.750320792E1;3.890386462E-2;7.065892339E-2;4.201809168E-3;8.077034937E-2
1.751321792E1;-2.351808608E-2;5.344647467E-2;2.728486240E-2;6.445222838E-2
1.752325792E1;-5.240333140E-2;5.546084046E-3;-1.045248270E-1;1.170568565E-1
1.753326792E1;-3.744089127E-2;4.865585089E-2;7.829421759E-4;6.139890197E-2
1.754327792E1;-3.739996076E-2;4.865585089E-2;9.074878693E-4;6.137566639E-2
1.755331792E1;-4.668884754E-2;-4.235489130E-2;2.224105418E-2;6.684646432E-2
1.756332792E1;-4.290657610E-2;3.149310350E-3;6.273009896E-2;7.606548326E-2
1.757333792E1;-4.371319950E-2;5.544329882E-3;-5.454750538E-2;7.012142146E-2
1.758334692E1;-3.516544729E-2;-9.953656733E-2;-1.166654009E-1;1.573370671E-1
1.759338792E1;-4.030427277E-2;-5.672676265E-2;6.006669223E-2;9.192588058E-2
1.760339692E1;3.828172088E-3;-8.022730708E-2;-8.560908437E-3;8.077354057E-2
1.761340692E1;7.680317760E-3;-1.520796472E-1;8.471562982E-2;1.742525303E-1
1.762344692E1;7.380355597E-3;-1.448940039E-1;1.036951071E-1;1.783295187E-1
1.763345692E1;2.407883406E-3;-1.041786718E-1;-7.333928704E-2;1.274270167E-1
1.764346692E1;-2.866305113E-3;-9.938863277E-2;-4.013587296E-2;1.072250173E-1
1.765350692E1;9.526576102E-3;5.134790897E-2;2.666564226E-2;5.863804128E-2
1.766351692E1;1.662597299E-2;1.302326953E-1;-9.231584072E-3;1.316138293E-1
1.767352692E1;-1.707386971E-4;1.230499756E-1;4.663739204E-3;1.231384429E-1
1.768353692E1;-1.626110673E-3;1.851690406E-1;7.878538370E-2;2.012395451E-1
1.769357692E1;2.280881882E-2;1.589740992E-1;5.759332001E-2;1.706165201E-1
1.770358692E1;2.137742043E-3;7.754460454E-2;3.793205738E-2;8.635147139E-2
1.771359592E1;5.471532047E-3;1.302332801E-1;-6.240733266E-2;1.445175424E-1
1.772363692E1;-1.004873246E-2;1.230488062E-1;-1.415511507E-1;1.878262867E-1
1.773364592E1;-2.084123075E-2;8.472849369E-2;-3.871441483E-2;9.545721795E-2
1.774365592E1;-4.226484418E-2;1.393637073E-1;9.702518821E-2;1.749927059E-1
1.775369592E1;-1.717064112E-2;1.061328113E-1;3.043007970E-2;1.117362712E-1
1.776370592E1;2.473138332E-2;4.191868901E-2;-2.384026766E-2;5.419572097E-2
1.777371592E1;-1.725484103E-2;7.260429204E-2;4.938324451E-2;8.948641014E-2
1.778375592E1;-3.712134093E-2;1.048347294E-2;-4.173684061E-2;5.683186625E-2
1.779376592E1;-2.251178026E-2;-5.403236568E-2;-2.706968486E-2;6.449065537E-2
1.780377592E1;-2.131631702E-2;3.443191409E-2;-8.840990067E-4;4.050584785E-2
1.781378592E1;-1.108807504E-2;4.161580324E-2;-5.323655963E-2;6.847592109E-2
1.782382592E1;4.238938987E-3;-2.050560057E-2;6.631911993E-2;6.954619995E-2
1.783383592E1;8.079097867E-3;3.682576418E-2;1.020929700E-1;1.088319037E-1
1.784384492E1;-3.809636414E-2;6.062744021E-2;-3.240526915E-2;7.859466226E-2
1.785388592E1;-3.156210065E-2;5.104619265E-2;1.772817314E-2;6.257929453E-2
1.786389492E1;3.032307565E-2;5.134557009E-2;3.537857831E-2;6.933613984E-2
1.787390492E1;-2.834759384E-2;7.499521852E-2;-5.619642019E-2;9.790764280E-2
1.788394492E1;-5.044392943E-3;9.669832885E-2;-2.947990716E-2;1.012179709E-1
1.789395492E1;1.985714436E-2;9.669891357E-2;7.365269780E-2;1.231653602E-1
1.790396492E1;1.121408254E-2;9.909393311E-2;1.126699984E-2;1.003608913E-1
1.791397492E1;7.853395343E-3;1.492384851E-1;5.173791826E-2;1.581474421E-1
1.792401492E1;2.997078091E-2;1.375627649E-1;2.103477359E-2;1.423524629E-1
1.793402492E1;-1.383421987E-2;5.598124266E-2;-6.781951547E-2;8.902118763E-2
1.794403492E1;-3.406880200E-2;8.936124265E-2;-6.047190428E-3;9.582631930E-2
1.795407492E1;-2.048864365E-2;1.085208142E-1;3.720992625E-2;1.165381064E-1
1.796408492E1;-1.944550037E-2;4.640116453E-2;-1.749019146E-2;5.326445674E-2
1.797409392E1;1.286972165E-3;9.190595090E-2;2.085818768E-2;9.425191829E-2
1.798413492E1;1.479579449E-2;1.062778223E-1;6.897083223E-2;1.275573077E-1
1.799414392E1;6.646822393E-3;5.852653563E-2;-1.247328043E-2;6.020895569E-2
1.800415392E1;-1.278639883E-2;5.119120359E-2;1.368189991E-2;5.450895069E-2
1.801419492E1;-1.996882617E-2;8.457120359E-2;4.114100933E-3;8.699407061E-2
1.802420392E1;-2.824058980E-2;1.766034544E-2;-5.788860440E-2;6.678704390E-2
1.803421392E1;-1.352256328E-2;1.766093016E-2;7.128808379E-2;7.467770124E-2
1.804422392E1;-1.326937884E-2;3.682108641E-2;4.007447720E-2;5.601635959E-2
1.805426392E1;3.134984672E-3;-5.149642825E-2;-6.220092595E-2;8.081253269E-2
1.806426750E1;-5.314241946E-3;-9.954709232E-2;4.255135775E-2;1.083904184E-1
1.807427750E1;2.610781789E-3;-6.586596072E-2;-2.169433951E-2;6.939585960E-2
1.808431750E1;-5.183059663E-2;-5.179639041E-2;-7.991272688E-2;1.084219568E-1
1.809432750E1;-2.308422267E-2;-3.024062991E-2;7.567349553E-2;8.469861250E-2
1.810433650E1;-1.827956557E-2;-3.024179935E-2;7.337670922E-2;8.144231334E-2
1.811437750E1;7.016951144E-3;-5.389144778E-2;-1.246743321E-2;5.575807241E-2
1.812438650E1;5.522695184E-3;-3.248479128E-2;8.786377072E-2;9.383924569E-2
1.813439650E1;-3.177961707E-4;-1.571906984E-2;-1.981504440E-2;2.529478475E-2
1.814440650E1;1.115414858E-2;-2.050735474E-2;1.120560408E-2;2.589463635E-2
1.815444650E1;2.965824723E-2;3.457809448E-2;3.299291432E-2;5.624756566E-2
1.816445650E1;3.806654334E-2;8.533426523E-3;-4.068668067E-2;5.636742920E-2
1.817446650E1;2.504713297E-2;1.048405766E-3;4.032590747E-2;4.748301631E-2
1.818450650E1;1.422013611E-2;2.724393189E-2;1.142481619E-1;1.183092836E-1
1.819451650E1;-2.705126613E-2;2.245506227E-2;-1.540215075E-2;3.838264020E-2
1.820452650E1;-2.391745090E-2;-1.107521117E-2;-4.637426734E-2;5.334114202E-2
1.821456650E1;-3.230381995E-2;2.709541261E-2;1.323107958E-2;4.419004000E-2
1.822457650E1;-2.218989104E-2;2.245681643E-2;-1.754457057E-2;3.611802632E-2
1.823458550E1;-3.004971832E-2;7.525366545E-4;2.765849948E-2;4.084782095E-2
1.824459550E1;7.497299910E-3;3.922253788E-2;6.646705449E-2;7.754022385E-2
1.825463650E1;-4.037502408E-4;7.529693484E-2;-6.750610471E-2;1.011279664E-1
1.826464550E1;-1.968757510E-3;6.317097902E-2;4.466220260E-2;7.738966945E-2
1.827465550E1;3.158139646E-2;6.571685672E-2;4.982704818E-2;8.831095396E-2
1.828469550E1;6.345398426E-3;9.191413701E-2;-3.405067563E-2;9.822383200E-2
1.829470550E1;-2.477494508E-2;1.013439417E-1;-3.698597789E-2;1.106903563E-1
1.830471550E1;-7.304634154E-3;7.739433110E-2;8.992783785E-2;1.188707541E-1
1.831475550E1;8.358594775E-4;7.993845463E-2;8.650370836E-3;8.040947771E-2
1.832476550E1;1.030250162E-2;1.134687281E-1;1.541326046E-3;1.139459059E-1
1.833477550E1;4.967209697E-3;1.493934363E-1;2.055764079E-2;1.508830295E-1
1.834481550E1;-1.324598998E-2;1.014930457E-1;-1.312758386E-2;1.031921898E-1
1.835482550E1;-2.304446161E-2;4.146786869E-2;3.227195263E-2;5.737691409E-2
1.836483450E1;-3.751807451E-2;7.260253787E-2;2.742344141E-2;8.620196958E-2
1.837484450E1;-2.662968189E-2;4.880144656E-2;-5.591224551E-2;7.884732298E-2
1.838488550E1;1.111555696E-3;4.401316166E-2;1.376551509E-2;4.612898613E-2
1.839489450E1;7.349950075E-3;9.430974126E-2;7.111149788E-2;1.183435431E-1
1.840490450E1;1.862162769E-2;1.064362818E-1;-5.052520573E-2;1.192822012E-1
1.841494450E1;-1.566176713E-2;5.120055914E-2;2.777018130E-2;6.031559645E-2
1.842495450E1;5.548130572E-3;7.754577398E-2;3.043709636E-2;8.348979369E-2
1.843496450E1;-7.732942700E-4;5.359674811E-2;-5.484103560E-3;5.388213790E-2
1.844500450E1;8.174992204E-3;1.542729378E-2;5.434168339E-2;5.707758268E-2
1.845501450E1;2.336079597E-2;5.135375619E-2;-1.471334875E-2;5.830452551E-2
1.846502450E1;-1.202187538E-2;1.063783944E-2;-3.405886173E-2;3.765229313E-2
1.847503350E1;3.738709688E-3;1.058346033E-3;4.261333823E-2;4.279012318E-2
1.848507450E1;-3.307185173E-3;2.964772224E-2;1.382164836E-2;3.287799981E-2
1.849508450E1;-4.985365301E-2;2.949861825E-2;-7.748262405E-2;9.674250476E-2
1.850509350E1;-3.718741447E-2;4.147313118E-2;3.259238005E-2;6.453826494E-2
1.851513450E1;-6.147470176E-3;3.683278084E-2;4.738115788E-2;6.032759945E-2
1.852514350E1;-2.257025242E-2;2.965006113E-2;2.556636572E-2;4.519050205E-2
1.853515350E1;-1.300274581E-2;-1.346087515E-2;4.245429397E-2;4.639648300E-2
1.854519350E1;3.086511254E-2;3.604223728E-3;-1.434789777E-2;3.422729571E-2
1.855520350E1;1.723934591E-2;8.394262791E-3;-7.428127348E-2;7.671614097E-2
1.856521350E1;1.110473961E-2;8.246328235E-3;2.107102633E-2;2.520526377E-2
1.857522350E1;3.054234624E-2;2.516056895E-2;-2.517811060E-3;3.965133688E-2
1.858526350E1;3.906232417E-3;-1.810064077E-2;2.108856797E-2;2.806456034E-2
1.859527350E1;1.772261828E-2;-1.091675162E-2;5.481238425E-2;5.863159670E-2
1.860528250E1;1.813163102E-2;4.177367806E-2;-2.717785835E-3;4.561998008E-2
1.861532350E1;-1.923412353E-2;-2.289126456E-2;-3.649948955E-2;4.718235092E-2
1.862533350E1;-2.059827894E-2;-1.585764885E-2;6.142266154E-2;6.669705746E-2
1.863534250E1;-2.644695640E-3;-1.810297966E-2;-2.638029814E-2;3.210346426E-2
1.864538350E1;-4.032298386E-2;-3.501546621E-2;-5.556492090E-2;7.706806301E-2
1.865539250E1;-1.249842346E-2;-4.444644034E-2;1.166227162E-2;4.762042867E-2
1.866540250E1;-8.513253629E-3;9.086573124E-4;3.561714470E-2;3.663170952E-2
1.867544250E1;-1.510978997E-2;1.767437875E-2;-1.500044703E-2;2.767133586E-2
1.868545250E1;-1.337462872E-2;1.527877450E-2;3.281340480E-2;3.858809633E-2
1.869546250E1;-9.431558847E-4;4.162398934E-2;-7.408422232E-3;4.228865985E-2
1.870547250E1;-1.620614290E-2;2.725270271E-2;5.715302467E-2;6.535913939E-2
1.871551250E1;-1.405553699E-2;5.105437875E-2;6.671205282E-2;8.517397314E-2
1.872552250E1;1.810736507E-2;6.093500376E-2;2.439458370E-3;6.361526790E-2
1.873553250E1;1.886224061E-2;5.614379525E-2;-5.478256345E-2;8.067861628E-2
1.874557250E1;1.018409550E-2;9.910328865E-2;3.338467777E-2;1.050700449E-1
1.875558250E1;1.309776306E-3;8.233815193E-2;-7.356382012E-3;8.267649686E-2
1.876559150E1;6.254181862E-3;3.698130012E-2;-2.566342950E-3;3.759411477E-2
1.877563250E1;-2.553128242E-2;8.218729377E-2;2.090145707E-2;8.856335894E-2
1.878564150E1;-1.330475450E-2;1.324815345E-1;-1.942328095E-2;1.345571898E-1
1.879565150E1;-2.176626027E-3;9.670534551E-2;4.756476045E-2;1.077917807E-1
