"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.935545875E0;1.777436614E-2;3.019969940E-2;9.918807328E-2;1.051961207E-1
2.945585875E0;1.904291958E-2;1.118689299E-2;5.968253016E-3;2.287792396E-2
2.955595875E0;2.077428013E-2;4.303550720E-3;-2.669961458E-1;2.678376993E-1
2.965604875E0;-1.558516860E-2;3.753035367E-2;-2.678018922E-1;2.708676399E-1
2.975645875E0;-4.809305638E-2;5.848560512E-2;1.602523005E-1;1.772408189E-1
2.985655875E0;-5.500183403E-2;6.103440642E-2;-1.884323716E-2;8.429393870E-2
2.995664875E0;-7.456340164E-2;4.172573090E-2;2.120434284E-2;8.803613825E-2
3.005705875E0;-5.590756774E-2;6.073152065E-2;2.025300086E-1;2.187061455E-1
3.015714875E0;-3.728184700E-3;2.554999352E-2;-9.835952282E-2;1.016921691E-1
3.025724875E0;3.377936482E-3;1.596757650E-2;-9.583527982E-2;9.721509560E-2
3.035734875E0;1.390935659E-2;4.695431113E-2;-4.125210643E-3;4.914463244E-2
3.045763667E0;6.781249881E-2;1.163186610E-2;-2.319637227E-1;2.419524828E-1
3.055773667E0;1.515276700E-2;3.019794524E-2;1.089260262E-1;1.140456112E-1
3.065783667E0;-9.587387145E-3;5.145959079E-2;1.756503582E-1;1.832840850E-1
3.075823667E0;1.112783611E-2;3.993940651E-2;-8.725566030E-2;9.660504740E-2
3.085833667E0;-2.116370469E-2;4.189296126E-2;1.795779330E-1;1.856102276E-1
3.095843667E0;-2.817948639E-2;5.881012559E-2;-1.177746177E-2;6.626781218E-2
3.105883667E0;-2.005302608E-2;3.276077986E-2;-2.361596847E-1;2.392630126E-1
3.115893667E0;-3.184627533E-2;3.230762064E-2;7.928473592E-2;9.134570025E-2
3.125902667E0;-4.502911538E-2;5.864815772E-2;-2.550906301E-2;7.821726108E-2
3.135943667E0;9.560782313E-3;1.374212623E-2;-1.494367057E-1;1.503714853E-1
3.145952667E0;-2.805640250E-2;5.625079930E-2;1.222003752E-1;1.374199616E-1
3.155962667E0;-9.972133934E-3;4.442539036E-2;2.695215583E-2;5.291008853E-2
3.165972667E0;3.717162699E-2;3.514644384E-2;7.997470737E-2;9.493659034E-2
3.176012667E0;8.683115244E-4;4.443065286E-2;1.081430840E-1;1.169177639E-1
3.186022667E0;4.328109026E-3;5.431478620E-2;-1.183067143E-1;1.302509392E-1
3.196032667E0;9.128965437E-3;1.121145129E-2;-9.222813249E-2;9.335450215E-2
3.206072667E0;-2.418174505E-2;6.824577749E-2;3.401266873E-2;7.999440338E-2
3.216082667E0;7.075130939E-4;5.177534044E-2;-3.195795715E-2;6.084815098E-2
3.226092667E0;1.295772225E-2;2.078919053E-2;-3.684681416E-2;4.424681596E-2
3.236132667E0;-1.727706045E-2;5.881071031E-2;4.856288016E-2;7.820198076E-2
3.246142667E0;8.662357628E-3;3.979381084E-2;7.026832938E-2;8.121712834E-2
3.256151667E0;-2.570143640E-3;4.218649149E-2;1.228032231E-2;4.401263476E-2
3.266161667E0;-3.599984497E-2;5.161571145E-2;-9.398814440E-3;6.362788869E-2
3.276201667E0;-3.930936903E-2;1.569100320E-2;-9.738888502E-2;1.061886482E-1
3.286211667E0;-2.280209452E-2;3.021139383E-2;-8.285855412E-2;9.109447746E-2
3.296221667E0;-3.499120027E-2;4.667364478E-2;8.939281762E-2;1.067421616E-1
3.306261667E0;6.281079054E-3;4.457683325E-2;4.937505841E-2;6.681648307E-2
3.316271667E0;1.682828665E-2;3.753853977E-2;-1.761532187E-2;4.475078507E-2
3.326281667E0;-1.357021809E-2;7.316036224E-2;6.772420585E-2;1.006139030E-1
3.336321667E0;1.979574859E-3;2.780058682E-2;-3.853315115E-3;2.813608682E-2
3.346331667E0;-6.917256117E-3;6.372295618E-2;-7.779252648E-2;1.007975235E-1
3.356341667E0;-1.258350044E-2;5.399435878E-2;-5.933754444E-3;5.575791159E-2
3.366350667E0;-1.650435090E-2;1.582198083E-2;-5.324708462E-2;5.794808622E-2
3.376391667E0;6.356215775E-3;2.061260462E-2;1.607399583E-2;2.690082322E-2
3.386400667E0;-1.175465763E-2;5.159349203E-2;9.233981431E-2;1.064269783E-1
3.396410667E0;-3.007720023E-2;2.045180619E-2;2.747255802E-2;4.558130971E-2
3.406450667E0;-2.258954823E-2;3.002896070E-2;-3.839281797E-3;3.777255955E-2
3.416460667E0;-3.019209802E-2;5.397506297E-2;3.235849142E-3;6.193012938E-2
3.426470667E0;2.077661902E-2;1.834739327E-2;-3.166150331E-2;4.208022730E-2
3.436510667E0;1.167250425E-2;1.834797800E-2;-6.515084624E-2;6.868426616E-2
3.446520667E0;-1.332405031E-2;4.918385446E-2;-8.095470071E-3;5.159572164E-2
3.456530667E0;5.402534902E-3;4.214439154E-2;1.601552367E-2;4.540742362E-2
3.466570667E0;8.086699247E-4;7.567232609E-2;-1.994777620E-2;7.826154009E-2
3.476580667E0;-2.357188046E-2;6.354870915E-2;2.496176362E-2;7.222992196E-2
3.486590667E0;-9.046812057E-3;3.256431341E-2;2.764037311E-2;4.366084679E-2
3.496599667E0;-3.283503950E-3;3.735786080E-2;-4.394474924E-2;5.777137827E-2
3.506640667E0;-2.788771033E-2;4.199587226E-2;-6.113263965E-3;5.078139099E-2
3.516649667E0;3.375889957E-3;3.735376775E-2;-1.255981922E-2;3.955312449E-2
3.526659667E0;-4.779806435E-3;3.750170231E-2;-1.107719922E-1;1.170455402E-1
3.536699667E0;-3.573935151E-2;5.860781193E-2;2.981787622E-2;7.484171703E-2
3.546709667E0;-2.402533203E-2;2.043426454E-2;6.116713822E-2;6.882001558E-2
3.556719667E0;-6.414980292E-3;6.608932436E-2;-1.991093874E-2;6.932096542E-2
3.566759667E0;-1.747761995E-2;5.635897279E-2;8.498752534E-2;1.034634258E-1
3.576769667E0;-1.032822937E-2;2.537340760E-2;-7.250138104E-2;7.750440238E-2
3.586779667E0;-1.684202760E-2;3.735259831E-2;-1.133243018E-1;1.205042235E-1
3.596789667E0;4.149184227E-3;4.692975283E-2;8.063368857E-2;9.338848517E-2
3.606829667E0;-1.608569026E-3;2.297663391E-2;-1.461745441E-2;2.727972092E-2
3.616839667E0;1.324131221E-2;5.426157653E-2;-5.528308511E-2;7.858670712E-2
3.626848667E0;-1.265746772E-2;5.156659484E-2;8.280242085E-2;9.836445543E-2
3.636889667E0;-8.553014696E-3;3.494822323E-2;-3.673045456E-2;5.141652128E-2
3.646898667E0;-1.926014364E-2;7.311826229E-2;1.297380209E-2;7.671735758E-2
3.656908667E0;-3.613930106E-2;4.662101984E-2;2.721878886E-2;6.496484464E-2
3.666948667E0;6.680443883E-3;3.509031057E-2;-1.199111903E-1;1.251185509E-1
3.676958667E0;-9.268421531E-3;4.691513479E-2;-2.001092613E-2;5.183985604E-2
3.686968667E0;-8.016532660E-3;5.394699633E-2;4.451426804E-2;7.039931298E-2
3.697008667E0;5.081522763E-3;1.592489183E-2;-1.970745564E-2;2.584197866E-2
3.707018667E0;-2.519389808E-2;4.436457932E-2;6.797739029E-2;8.499337615E-2
3.717028667E0;-1.748171300E-2;3.717776656E-2;3.461668611E-2;5.372254250E-2
3.727038667E0;1.254900187E-2;3.508095503E-2;-6.294703066E-2;7.314697207E-2
3.737078667E0;-2.199108571E-2;1.801877975E-2;1.998753726E-2;3.475321453E-2
3.747088667E0;-1.968903691E-2;4.196605146E-2;8.231710196E-3;4.708044926E-2
3.757097667E0;-1.941860318E-3;2.535294235E-2;-4.649238110E-2;5.299135785E-2
3.767138667E0;6.795634031E-3;4.930079877E-2;-3.420036435E-3;4.988432671E-2
3.777147667E0;-1.736096799E-2;3.477865398E-2;1.536063552E-2;4.179601782E-2
3.787157667E0;-1.721215636E-2;3.717425823E-2;8.899462223E-4;4.097530727E-2
3.797197667E0;-2.066786081E-2;6.112562299E-2;6.534555852E-2;9.183433059E-2
3.807207667E0;-5.018372834E-3;4.690402508E-2;-2.249014556E-2;5.225876273E-2
3.817217667E0;1.494899154E-2;4.945107222E-2;-7.735515475E-2;9.301989496E-2
3.827227667E0;-7.902511954E-3;7.070687056E-2;3.536396027E-3;7.123494463E-2
3.837267667E0;-1.547144026E-2;4.435756266E-2;3.460733056E-2;5.834917444E-2
3.847277667E0;9.108792543E-3;3.252689123E-2;-5.585845113E-3;3.423697446E-2
3.857287667E0;-7.961861193E-3;3.971078038E-2;1.086354196E-2;4.193273013E-2
3.867327667E0;-1.325680733E-2;3.955758333E-2;4.181460857E-2;5.906781552E-2
3.877337667E0;-1.531707376E-2;2.772808135E-2;1.058872283E-2;3.340030381E-2
3.887346667E0;-3.216290206E-2;6.110808134E-2;-1.405670643E-3;6.906971684E-2
3.897387667E0;-1.946158022E-2;2.772164941E-2;-5.105203986E-2;6.126625274E-2
3.907396667E0;8.900339305E-3;3.984292746E-2;-3.637494385E-2;5.467916832E-2
3.917406667E0;-8.827541471E-3;5.870195210E-2;2.543421865E-2;6.458129874E-2
3.927416667E0;-1.598541051E-2;4.432364881E-2;8.487818241E-3;4.787653132E-2
3.937456667E0;-1.082144201E-2;3.489150524E-2;-2.006881356E-2;4.168066726E-2
3.947466667E0;-2.381453991E-2;4.192395151E-2;4.406812549E-2;6.532036210E-2
3.957476667E0;-1.619181722E-2;3.009503424E-2;1.247795820E-3;3.419712013E-2
3.967516667E0;-1.492501795E-3;3.967101932E-2;-3.439916968E-2;5.252923196E-2
3.977526667E0;-4.020545483E-2;5.148941159E-2;-2.292576313E-2;6.923314755E-2
3.987536667E0;-1.681542277E-2;3.007515371E-2;3.818816543E-3;3.466780457E-2
3.997576667E0;-7.863920331E-3;5.626600206E-2;2.532896876E-2;6.220338326E-2
4.007586667E0;-1.525860161E-2;3.709999859E-2;2.997165799E-2;5.007529432E-2
4.017595667E0;-1.242621034E-2;5.880077004E-2;-2.495533168E-2;6.507464822E-2
4.027636667E0;6.185769439E-3;5.639873385E-2;-9.899336100E-4;5.674558038E-2
4.037645667E0;5.575904846E-3;3.962365687E-2;3.246432602E-2;5.152724874E-2
4.047659750E0;-1.248965263E-3;2.045122147E-2;-1.763110936E-2;2.703087847E-2
4.057669750E0;-1.326879412E-2;3.720934153E-2;-3.456873894E-2;5.249374921E-2
4.067709750E0;-4.697068334E-3;4.917332947E-2;1.154825091E-3;4.941065071E-2
4.077719750E0;-2.654548198E-2;3.224096239E-2;-8.878996968E-3;4.269635648E-2
4.087729750E0;-8.614118099E-3;6.350427032E-2;5.373591185E-3;6.431073675E-2
4.097769750E0;-1.663971394E-2;4.192102790E-2;7.679733038E-3;4.575184105E-2
4.107779750E0;-2.471004099E-2;2.976700544E-2;5.089416504E-3;3.902003202E-2
4.117789750E0;-1.884849966E-3;5.623852015E-2;7.558695674E-3;5.677550253E-2
4.127829750E0;1.433269501E-2;2.044186592E-2;1.025250793E-2;2.698907089E-2
4.137839750E0;-2.894956470E-3;4.183098078E-2;-4.175496697E-3;4.213842069E-2
4.147848750E0;-1.300245345E-2;4.900551438E-2;4.274314642E-4;5.070292825E-2
4.157858750E0;-2.316286772E-2;3.926346838E-2;1.718496680E-2;4.871818423E-2
4.167899750E0;-1.621608317E-2;1.065245748E-2;3.014239669E-3;1.963471019E-2
4.177908750E0;3.911494911E-3;5.373532712E-2;7.942857742E-3;5.445983991E-2
4.187918750E0;-9.173696637E-3;2.975998878E-2;3.653106451E-2;4.800346151E-2
4.197958750E0;-3.139457792E-2;3.437344193E-2;7.321883440E-3;4.712497226E-2
4.207968750E0;-1.991473943E-2;4.886518121E-2;-2.582422793E-2;5.874771084E-2
4.217978750E0;-2.335670292E-2;3.447459877E-2;-2.096226811E-3;4.169445645E-2
4.228018750E0;-1.449553996E-2;4.403830469E-2;9.988798499E-3;4.742645943E-2
4.238028750E0;-2.018371135E-2;6.078765392E-2;1.460400581E-2;6.569473388E-2
4.248038750E0;-2.762780160E-2;3.921552122E-2;7.376262546E-3;4.853413000E-2
4.258078750E0;-3.943946958E-3;2.976466656E-2;-2.327133358E-2;3.798743291E-2
4.268088750E0;-7.458123565E-4;6.791424036E-2;1.222652793E-2;6.901005916E-2
4.278097750E0;-2.783303887E-2;4.393831730E-2;1.426662147E-2;5.393320191E-2
4.288107750E0;7.463970780E-3;4.645028114E-2;-3.287597001E-2;5.739485066E-2
4.298148750E0;5.976146758E-3;4.640935063E-2;-2.334208488E-2;5.229144369E-2
4.308157750E0;-8.629320860E-3;3.198076129E-2;7.258733511E-3;3.391052172E-2
4.318167750E0;-4.504694939E-3;2.949803352E-2;-2.280414104E-3;2.992702035E-2
4.328207750E0;-3.998033702E-3;4.615324259E-2;4.899966717E-3;4.658450116E-2
4.338217750E0;-4.300042391E-2;1.711596966E-2;6.585134268E-3;4.674780066E-2
4.348227750E0;-1.623596370E-2;9.909276366E-3;1.896076620E-2;2.685723236E-2
4.358267750E0;-2.030270219E-2;4.327524304E-2;-2.952843904E-3;4.789222968E-2
4.368277750E0;-2.134350657E-2;2.172006726E-2;-2.195863366E-2;3.754315100E-2
4.378287750E0;-1.548752010E-2;2.157564104E-2;-1.952736139E-2;3.296497244E-2
4.388296750E0;-4.627486467E-2;2.607214987E-2;1.806848109E-2;5.610338767E-2
4.398337750E0;-2.635310858E-2;3.086394310E-2;1.116935134E-2;4.209303654E-2
4.408347750E0;-5.227995515E-2;2.098214865E-2;1.213881969E-3;5.634640877E-2
4.418356750E0;-4.071503967E-2;5.690627217E-2;6.016784906E-3;7.022990794E-2
4.428397750E0;-6.627818942E-4;4.746594250E-2;4.198300838E-3;4.765585701E-2
4.438406750E0;-1.240486801E-3;3.054468513E-2;-6.659978628E-4;3.057711808E-2
4.448416750E0;-1.148217738E-2;4.477271497E-2;8.831049800E-3;4.705766509E-2
4.458456750E0;-4.185436964E-3;2.323332667E-2;-1.969400704E-2;3.074344262E-2
4.468466750E0;-5.253927916E-2;3.238538861E-2;-8.576695919E-3;6.231170808E-2
4.478476750E0;-2.272403419E-2;3.719179988E-2;8.579034805E-3;4.442084585E-2
4.488516750E0;-1.928704083E-2;4.200055003E-2;1.507996917E-3;4.624186633E-2
4.498526750E0;-2.792162418E-2;4.666545868E-2;1.104655981E-2;5.549151840E-2
4.508536750E0;-7.961481124E-2;3.666321158E-2;-4.022299647E-3;8.774330828E-2
4.518545750E0;-4.820561528E-2;2.246909559E-2;-1.779600084E-2;5.608332414E-2
4.528586750E0;-2.073218018E-2;6.081922889E-2;-5.705713034E-3;6.450858128E-2
4.538596750E0;-2.433494210E-2;5.352248847E-2;-9.507572651E-4;5.880263701E-2
4.548605750E0;6.298035979E-2;7.078697741E-2;-2.145928144E-3;9.477302833E-2
4.558646750E0;8.491472751E-2;7.085772872E-2;-4.143921733E-3;1.106729450E-1
4.568655750E0;2.986436158E-2;5.134381592E-2;1.435140610E-2;6.110671308E-2
4.578665750E0;4.547730446E-2;5.145140469E-2;2.499684691E-3;6.871448675E-2
4.588705750E0;3.349022001E-2;4.423418641E-2;4.732151628E-3;5.568349255E-2
4.598715750E0;-1.569158792E-2;5.109706342E-2;-1.730191112E-2;5.618266592E-2
4.608725750E0;-1.689202130E-2;2.487931788E-2;-2.694046140E-2;4.037461210E-2
4.618735750E0;4.950252771E-3;4.162398934E-2;9.066692591E-3;4.288666933E-2
4.628775750E0;-2.088303834E-2;2.962667227E-2;1.701539755E-3;3.628686040E-2
4.638785750E0;-6.245118678E-3;2.481792212E-2;4.214673042E-3;2.593634967E-2
4.648795750E0;6.268215179E-3;4.171754479E-2;9.245617390E-3;4.318709884E-2
4.658835750E0;1.430989087E-2;5.607362866E-2;9.312275648E-3;5.861521378E-2
4.668845750E0;1.867746860E-2;4.424003363E-2;1.178155482E-2;4.944525703E-2
4.678854750E0;2.434926778E-2;4.663037539E-2;-9.724504352E-3;5.349621234E-2
4.688895750E0;-9.660184979E-3;3.210881531E-2;-1.493612766E-2;3.670671743E-2
4.698904750E0;-5.432063341E-4;4.168947816E-2;-1.004142344E-2;4.288517048E-2
4.708914750E0;-8.490157127E-4;3.929504335E-2;9.149138331E-3;4.035502437E-2
4.718954750E0;-8.335205913E-4;3.929504335E-2;9.178959131E-3;4.036147271E-2
4.728964750E0;-1.020076007E-2;3.211056948E-2;6.588642597E-3;3.433007995E-2
4.738974750E0;-1.744107485E-2;1.534543276E-2;6.596828699E-3;2.414935915E-2
4.748984750E0;1.851813197E-3;5.606134951E-2;-1.710076690E-2;5.864077378E-2
4.759024750E0;-3.013070226E-3;5.845753849E-2;-1.006832063E-2;5.939472601E-2
4.769034750E0;-5.416275859E-3;6.324757755E-2;2.077515721E-3;6.351305520E-2
4.779044750E0;-5.046147108E-3;2.492668033E-2;-2.710184455E-3;2.557631898E-2
4.789084750E0;-2.529505491E-3;2.971788883E-2;-5.142041445E-3;3.026535817E-2
4.799094750E0;-9.965117276E-3;6.070345402E-2;6.674011946E-3;6.187693696E-2
4.809103750E0;-1.177249163E-2;2.492901921E-2;-2.885016203E-3;2.771950354E-2
4.819144750E0;3.575572371E-4;3.451026678E-2;-7.502562404E-3;3.531819366E-2
4.829153750E0;5.167184472E-3;5.846046209E-2;-4.835062623E-3;5.888720790E-2
4.839163750E0;-1.361465693E-2;3.930089056E-2;-1.221249461E-2;4.334817075E-2
4.849173750E0;9.893488884E-4;3.211583197E-2;-7.185643315E-3;3.292474669E-2
4.859213750E0;-1.824302047E-2;4.154563665E-2;-3.110718727E-4;4.537559351E-2
4.869223750E0;-6.398315728E-3;4.648594916E-2;7.120154500E-3;4.746133704E-2
4.879233750E0;3.470322490E-3;3.930147529E-2;-4.734490514E-3;3.973744454E-2
4.889273750E0;-1.080828577E-2;3.930147529E-2;2.343564034E-3;4.082789847E-2
4.899283750E0;-5.747520626E-3;1.774688423E-2;-2.350580692E-3;1.880189147E-2
4.909293750E0;-8.337544799E-3;2.253575385E-2;9.518682361E-3;2.584531231E-2
4.919333750E0;3.831388056E-3;3.451085150E-2;-1.162309527E-2;3.661659118E-2
4.929343750E0;4.047150314E-3;3.690645576E-2;-1.616170406E-2;4.049279665E-2
4.939352750E0;-5.676476955E-3;3.451260567E-2;-2.051787972E-3;3.503644066E-2
4.949393750E0;-1.283522308E-2;5.831311226E-2;-9.312275648E-3;6.043079091E-2
4.959402750E0;6.483685076E-3;2.493369699E-2;-8.917003870E-3;2.726243525E-2
4.969412750E0;-1.293930352E-2;4.394357979E-2;1.002972901E-2;4.689412804E-2
4.979422750E0;3.800690174E-3;4.888330758E-2;1.027004957E-2;5.009487922E-2
4.989462750E0;4.033994079E-3;3.451494455E-2;6.554728746E-4;3.475606638E-2
4.999472750E0;1.798895895E-3;3.690762520E-2;-4.125210643E-3;3.718099228E-2
5.009482750E0;6.396853924E-3;4.888272285E-2;-1.568223238E-3;4.932443267E-2
5.019522750E0;9.065815508E-3;3.705672920E-2;-1.814157128E-2;4.224342314E-2
5.029532750E0;-1.045657575E-2;2.972256660E-2;1.020339131E-2;3.311918079E-2
5.039542750E0;-3.168021441E-3;3.690645576E-2;-6.410887241E-3;3.759284921E-2
5.049557750E0;-7.663360834E-3;3.211583197E-2;-1.602078617E-2;3.669903748E-2
5.059567750E0;8.609440327E-3;4.648594916E-2;8.094885349E-3;4.796449834E-2
5.069576750E0;-8.198965788E-3;4.888096869E-2;3.041136861E-3;4.965703025E-2
5.079586750E0;2.140928775E-2;2.986991644E-2;-3.713332772E-2;5.224417229E-2
5.089626750E0;1.409178972E-3;3.929913640E-2;1.988754988E-2;4.406725028E-2
5.099636750E0;-2.458110988E-2;3.196380436E-2;4.490661621E-4;4.032514616E-2
5.109646750E0;1.067116857E-4;3.211349308E-2;-3.500611067E-2;4.750490090E-2
5.119686750E0;-1.224143833E-2;5.366925359E-2;-1.599973619E-2;5.732567619E-2
5.129696750E0;-1.271096975E-2;4.872894108E-2;1.515598297E-2;5.259070517E-2
5.139706750E0;-9.912784696E-3;3.450558901E-2;8.050446510E-3;3.679278003E-2
5.149746750E0;1.142721355E-2;6.803703189E-2;1.306618810E-2;7.021640969E-2
5.159756750E0;-1.439116716E-2;4.648127139E-2;-2.045823812E-2;5.278402968E-2
5.169766750E0;-2.410865486E-2;2.477582216E-2;-1.648914814E-3;3.460906706E-2
5.179806750E0;6.691553593E-3;3.211115420E-2;2.498222888E-2;4.123123662E-2
5.189816750E0;-2.636860371E-2;2.717084169E-2;-4.057967663E-3;3.807919381E-2
5.199825750E0;-2.827245712E-2;2.477348328E-2;-2.789238811E-2;4.680857421E-2
5.209835750E0;-1.491303116E-2;5.351488709E-2;2.221123338E-2;5.982959575E-2
5.219875750E0;-4.955222905E-3;6.564084291E-2;-6.358262300E-3;6.613397003E-2
5.229885750E0;9.452901185E-3;2.268018007E-2;-6.050698757E-3;2.530531297E-2
5.239895750E0;-9.914831221E-3;4.647951722E-2;-3.878458142E-3;4.768324482E-2
5.249935750E0;2.572774887E-5;5.605901062E-2;-2.269538283E-2;6.047887016E-2
5.259945750E0;1.424557149E-2;3.225791931E-2;-8.284335136E-3;3.622347132E-2
5.269955750E0;-1.233294725E-2;4.153862000E-2;5.782896280E-3;4.371499089E-2
5.279995750E0;1.125589013E-4;4.169006288E-2;-2.022610366E-2;4.633755801E-2
5.290005750E0;-1.191779494E-2;3.929328918E-2;-3.811215162E-3;4.123738319E-2
5.300015750E0;1.140645593E-2;2.971321106E-2;3.480379701E-2;4.716234127E-2
5.310024750E0;-1.222068071E-4;3.929387391E-2;-3.621180654E-3;3.946056779E-2
5.320065750E0;4.136905074E-4;3.210706115E-2;-2.263749540E-2;3.928728437E-2
5.330074750E0;-9.898459017E-3;4.872017026E-2;1.790943682E-2;5.284299772E-2
5.340084750E0;-2.835899591E-5;4.168363094E-2;3.634629250E-3;4.184180233E-2
5.350124750E0;4.646197557E-3;5.126370907E-2;1.079396009E-2;5.259338926E-2
5.360134750E0;6.755872965E-3;6.084203303E-2;1.810356438E-2;6.383677503E-2
5.370144750E0;-9.227198660E-3;4.647308528E-2;-2.017757177E-2;5.149779853E-2
5.380184750E0;-2.584469318E-4;4.407923520E-2;1.805795610E-2;4.763544425E-2
5.390194750E0;-2.394288629E-2;3.913950741E-2;1.056241035E-2;4.708213416E-2
5.400204750E0;-1.379679769E-2;3.210296810E-2;-1.316208243E-2;3.733888859E-2
5.410244750E0;-1.890726417E-2;2.476822078E-2;2.022376478E-2;3.714767908E-2
5.420254750E0;4.801148772E-3;2.731234431E-2;4.215842485E-2;5.046135123E-2
5.430264750E0;-8.968167007E-3;6.548472226E-2;-8.221769929E-3;6.660536292E-2
5.440273750E0;-1.610907912E-2;4.632515073E-2;1.260074973E-3;4.906230538E-2
5.450314750E0;-4.006219804E-3;3.929095030E-2;6.268799901E-3;3.998907882E-2
5.460323750E0;-3.797474205E-3;5.366106749E-2;-3.256314397E-3;5.389373394E-2
5.470333750E0;-3.717893600E-2;4.153745055E-2;1.154240370E-3;5.575809674E-2
5.480374750E0;-8.250421286E-3;4.168772399E-2;-3.180885315E-3;4.261518291E-2
5.490383750E0;-9.997276962E-3;5.126838684E-2;-1.984486520E-2;5.587675466E-2
5.500393750E0;1.778430641E-3;4.887336731E-2;4.119363427E-3;4.907889570E-2
5.510433750E0;-1.186224639E-2;5.591166079E-2;-2.222935975E-2;6.132675710E-2
5.520443750E0;-1.621228248E-2;1.774162173E-2;-2.244921505E-2;3.288723919E-2
5.530453750E0;-1.824623644E-3;1.774220645E-2;-6.151270866E-4;1.784638682E-2
5.540463750E0;-4.298580587E-3;3.211290836E-2;2.807014346E-2;4.286781581E-2
5.550503750E0;-1.290305078E-2;8.163882494E-3;-5.422707796E-3;1.620319279E-2
5.560513750E0;6.582503021E-3;4.169298649E-2;-2.424021721E-2;4.867466075E-2
5.570522750E0;-1.488613397E-2;4.633509099E-2;9.069616199E-3;4.950551060E-2
5.580563750E0;-1.162455708E-2;4.393948674E-2;-5.319796801E-3;4.576143639E-2
5.590572750E0;-2.159084380E-3;5.352073431E-2;3.088265419E-2;6.182935368E-2
5.600582750E0;3.626443148E-3;3.690762520E-2;-1.321470737E-4;3.708559492E-2
5.610623750E0;-7.584131062E-3;3.930439889E-2;-1.936130047E-2;4.446588324E-2
5.620632750E0;6.745055616E-3;3.930673778E-2;1.660141468E-2;4.319863863E-2
5.630642750E0;-1.102200150E-4;2.733456373E-2;2.373267889E-2;3.619986975E-2
5.640682750E0;-2.077398777E-2;4.634444654E-2;-2.184812129E-2;5.528749132E-2
5.650692750E0;-4.593572617E-3;6.071514845E-2;1.413622856E-2;6.250810442E-2
5.660702750E0;5.587014556E-4;3.691347241E-2;-2.444136143E-4;3.691850933E-2
5.670712750E0;-6.334581077E-3;2.733397901E-2;-1.000692487E-2;2.978945906E-2
5.680752750E0;6.335458159E-4;3.212460279E-2;-4.005342722E-4;3.213334581E-2
5.690762750E0;-1.807374358E-3;4.170409620E-2;-5.128592849E-3;4.205711244E-2
5.700771750E0;8.650955558E-4;3.212460279E-2;-2.398995638E-2;4.010307347E-2
5.710812750E0;-9.172234833E-3;4.395118117E-2;4.233384132E-3;4.509720346E-2
5.720822750E0;-9.138905704E-3;2.958223343E-2;4.246248007E-3;3.125154003E-2
5.730831750E0;-4.198885560E-3;1.296912432E-2;2.002671361E-3;1.377822623E-2
5.740872750E0;-1.960279047E-3;3.931667805E-2;6.764059067E-3;3.994241307E-2
5.750881750E0;-4.249463975E-3;3.692165852E-2;-7.665699720E-3;3.794772409E-2
5.760891750E0;6.332534552E-4;3.452546954E-2;-1.717210293E-2;3.856540128E-2
5.770901750E0;-6.959063709E-3;5.353652179E-2;-2.812510729E-3;5.406013272E-2
5.780941750E0;-7.166055143E-3;5.832831502E-2;1.890989542E-3;5.879728328E-2
5.790951750E0;-7.109629512E-3;4.156200886E-2;2.009688020E-3;4.221357907E-2
5.800961750E0;-2.626013786E-2;3.198251545E-2;1.131085396E-2;4.290001809E-2
5.811001750E0;-1.158976614E-2;2.734216511E-2;-1.471100986E-2;3.314106944E-2
5.821011750E0;4.362022877E-4;2.973835409E-2;-1.693879902E-2;3.422693221E-2
5.831020750E0;-4.651460052E-3;2.973893881E-2;1.174237847E-2;3.230981297E-2
5.841061750E0;-2.835870355E-2;3.438104331E-2;-1.954139471E-2;4.866352139E-2
5.851071750E0;-4.752909243E-3;3.453014731E-2;2.143004537E-3;3.492153617E-2
5.861080750E0;4.483937323E-3;2.974069297E-2;2.621482193E-2;3.989776186E-2
5.871121750E0;5.534389615E-4;3.213629723E-2;-2.390283287E-2;4.005487877E-2
5.881130750E0;-1.397426069E-2;4.396462977E-2;-5.235596895E-3;4.642822533E-2
5.891140750E0;2.761347592E-3;3.932486415E-2;6.890358925E-3;4.001933317E-2
5.901150750E0;-8.814677596E-3;2.495708585E-2;-9.874193072E-3;2.824985600E-2
5.911190750E0;7.197922468E-4;3.693218350E-2;-1.220781684E-2;3.890417807E-2
5.921200750E0;-2.083947659E-2;4.396872282E-2;4.371378422E-3;4.885326315E-2
5.931210750E0;-2.532282919E-2;4.636491179E-2;-5.131516457E-3;5.307808573E-2
5.941250750E0;1.313781649E-2;2.016997039E-2;-4.600589275E-3;2.450704693E-2
5.951260750E0;1.798164994E-2;4.172573090E-2;2.600841522E-3;4.550978719E-2
